店舗kintone,経度,緯度,DM店舗名,住所,shop_id,アナスロ店舗名,都道府県,ホールナビ店舗名
P08374,134.890351,34.701678,AISEN,兵庫県明石市二見町東二見387-4,8374,AISEN,兵庫県,AISEN
P05844,136.988911,35.181963,ZENT猪高店,愛知県名古屋市名東区八前1-410,5844,ZENT猪高店,愛知県,ZENT猪高店
P10391,130.441423,33.6087943,マルハン二又瀬店,福岡県福岡市東区二又瀬新町２番５号,10391,マルハン二又瀬店,福岡県,マルハン二又瀬店
P06309,136.79853,35.136097,がちゃぽん蟹江店,愛知県海部郡蟹江町大字蟹江本町字ムノ割1-3,6309,がちゃぽん蟹江店,愛知県,がちゃぽん蟹江店
P04429,139.630118,35.442719,サントロペ伊勢佐木町,神奈川県横浜市中区伊勢佐木町3-96日活会館ビル1・2Ｆ,4429,サントロペ伊勢佐木町,神奈川県,サントロペ伊勢佐木町
P02864,139.862371,36.4928074,コンサートホール五代店,栃木県宇都宮市五代3-15-21,2864,コンサートホール五代店,栃木県,コンサートホール五代店
P00970,139.416482,35.7412911,ニラク東大和店,東京都東大和市立野4-482-2,970,ニラク東大和店,東京都,ニラク東大和店
P05843,137.009716,35.174433,プレイランドキャッスル上社店,愛知県名古屋市名東区上社2-229,5843,プレイランドキャッスル上社店,愛知県,プレイランドキャッスル上社店
P06714,136.612416,34.982546,マルハン四日市北店,三重県四日市市清水町２番２０号,6714,マルハン四日市北店,三重県,マルハン四日市北店
P00278,139.727854,35.589169,PIA大森,東京都大田区山王2-4-1,278,PIA大森,東京都,PIA大森
P10382,130.440743,33.653779,ワンダーランド香椎本館,福岡県福岡市東区千早5-5-1,10382,ワンダーランド香椎本館,福岡県,ワンダーランド香椎本館
P06378,136.730419,35.4253837,キクヤ島店,岐阜県岐阜市菅生7-6-5,6378,キクヤ島店,岐阜県,キクヤ島店
P03564,139.390512,35.87422,アスカ狭山店,埼玉県狭山市下広瀬793-1,3564,アスカ狭山店,埼玉県,アスカ狭山店
P06312,136.799413,35.1402187,コスモジャパン蟹江店,愛知県海部郡蟹江町蟹江本町テノ割1-1,6312,コスモジャパン蟹江店,愛知県,コスモジャパン蟹江店
P11949,139.629846,35.4432773,キコーナ伊勢佐木店,神奈川県横浜市中区長者町8-119-1,12280,キコーナ伊勢佐木店,神奈川県,キコーナ伊勢佐木店
P03622,,,ピーアーク谷塚,埼玉県草加市瀬崎1-10-13,3622,ピーアーク谷塚,埼玉県,ピーアーク谷塚
P08357,134.963682,34.6669278,ミクちゃんガイア西明石店,兵庫県明石市松の内2-3-9,8357,ミクちゃんガイア西明石店,兵庫県,ミクちゃんガイア西明石店
P00014,139.771718,35.6978906,エスパス日拓秋葉原駅前店,東京都千代田区外神田1-15-6,14,エスパス日拓秋葉原駅前店,東京都,エスパス日拓秋葉原駅前店
P02218,141.036656,38.3287071,パラディソ塩釜店,宮城県塩竃市新浜町2-1-40,2218,パラディソ塩釜店,宮城県,パラディソ塩釜店
P10396,130.415776,33.5862386,EVO2,福岡県福岡市博多区博多駅前3-5-3,10396,EVO2,福岡県,EVO2
P06362,136.732636,35.3893179,マルハン岐阜六条店,岐阜県岐阜市六条大溝４丁目１１番８号,6362,マルハン岐阜六条店,岐阜県,マルハン岐阜六条店
P03878,139.722032,36.0393101,アスカ杉戸店,埼玉県北葛飾郡杉戸町杉戸2404-1,3878,アスカ杉戸店,埼玉県,アスカ杉戸店
P02861,139.832937,36.5763551,ZENT駒生店,栃木県宇都宮市駒生町1544-13,2861,ZENT駒生店,栃木県,ZENT駒生店
P06046,137.005035,34.995929,名宝刈谷店,愛知県刈谷市神明町3-403,6046,名宝刈谷店,愛知県,名宝刈谷店
P01005,139.315782,35.7598198,オゼック羽村,東京都羽村市五ノ神4-14-6,1005,オゼック羽村,東京都,オゼック羽村
P08364,134.96298,34.6667124,モナコ西明石,兵庫県明石市松の内2-5-3,8364,モナコ西明石,兵庫県,モナコ西明石
P12469,139.802518,35.7877125,メッセ竹の塚店,東京都足立区六月一丁目23番1号,12853,メッセ竹の塚店,東京都,メッセ竹の塚店
P10401,130.447282,33.5748348,つかさ月隈店,福岡県福岡市博多区西月隈1-1-43,10401,つかさ月隈店,福岡県,つかさ月隈店
P03396,139.470368,35.8867505,マルハン川越店,埼玉県川越市中台2-5-8,3396,マルハン川越店,埼玉県,マルハン川越店
P02910,139.951596,36.5981436,アイマックス,栃木県宇都宮市下岡本町1469番地1,2910,アイマックス,栃木県,アイマックス
P12146,137.006383,34.9670975,タイホウ刈谷小垣江店,愛知県刈谷市小垣江町北藤1-11,12494,タイホウ刈谷小垣江店,愛知県,タイホウ刈谷小垣江店
P12734,,,アビバ逗子駅前店,神奈川県逗子市逗子5-2-46,13166,アビバ逗子駅前店,神奈川県,アビバ逗子駅前店
P01166,141.233058,43.120899,マルハン手稲店,北海道札幌市手稲区稲穂３条１丁目２番２０号,1166,マルハン手稲店,北海道,マルハン手稲店
P06238,136.991029,34.931097,マルハン高浜店,愛知県高浜市沢渡町五丁目２番地２３,6238,マルハン高浜店,愛知県,マルハン高浜店
P06323,136.974058,34.9839014,マルハン東浦店,愛知県知多郡東浦町大字緒川字中家左川８番地,6323,マルハン東浦店,愛知県,マルハン東浦店
P02876,139.902715,36.5692363,コンサートホール今泉店,栃木県宇都宮市中今泉1-7-1,2876,コンサートホール今泉店,栃木県,コンサートホール今泉店
P06056,137.044521,35.055591,タイホウ井ヶ谷店,愛知県刈谷市井ヶ谷町中前田31-1,6056,タイホウ井ヶ谷店,愛知県,タイホウ井ヶ谷店
P01048,141.354922,43.066959,ベガスベガス札幌店,北海道札幌市中央区北4条西1-4-1,1048,ベガスベガス札幌店,北海道,ベガスベガス札幌店
P00887,139.574131,35.658241,つつじヶ丘ワールド,東京都調布市西つつじヶ丘3丁目33番11号,887,つつじヶ丘ワールド,東京都,つつじヶ丘ワールド
P02847,139.901519,36.5487887,マックス・ヤナセ,栃木県宇都宮市城東1-10-15,2847,マックス・ヤナセ,栃木県,マックス・ヤナセ
P06045,136.993255,34.984039,インディ刈谷店,愛知県刈谷市御幸町4-208,6045,INDY刈谷店,愛知県,INDY刈谷店
P06045,136.993255,34.984039,インディ刈谷店,愛知県刈谷市御幸町4-208,6045,INDY刈谷店,愛知県,INDY刈谷店
P00993,139.440913,35.651445,ドキわくランド聖蹟桜ヶ丘店,東京都多摩市一ノ宮1-25-1,993,ドキわくランド聖蹟桜ヶ丘店,東京都,ドキわくランド聖蹟桜ヶ丘店
P07425,135.49131,34.6261206,123玉出店,大阪府大阪市西成区玉出中2-5-1,7425,123玉出店,大阪府,123玉出店
P01042,141.352422,43.066665,ひまわりタワー,北海道札幌市中央区北4条西2丁目1番3,1042,ひまわり札幌駅前タワー店,北海道,ひまわり札幌駅前タワー店
P00994,139.424007,35.624711,ゴードン多摩センターA館,東京都多摩市落合1-11-2小田急マルシェ201,994,ゴードン多摩センターA館,東京都,ゴードン多摩センターA館
P11791,139.620162,35.3854606,アビバ新杉田店,神奈川県横浜市磯子区新杉田町3-1,12087,アビバ新杉田,神奈川県,アビバ新杉田
P04722,139.573423,35.577952,ターキー,神奈川県川崎市宮前区鷺沼1-11-2,4722,ターキー,神奈川県,ターキー
P02079,140.304666,38.7685661,マルハン新庄店,山形県新庄市常葉町１番１５号,2079,マルハン新庄店,山形県,マルハン新庄店
P00894,139.558811,35.6497597,MGM国領店,東京都調布市国領町3-1-38　ココスクエア,894,MGM国領店,東京都,MGM国領店
P06186,136.780881,35.250369,ミカド稲沢店,愛知県稲沢市西町3-15-65,6186,ミカド稲沢店,愛知県,ミカド稲沢店
P02570,140.437931,36.3487389,スロットドームK-1 MITO,茨城県水戸市見川町2558-7,2570,スロットドームK-1MITO,茨城県,スロットドームK-1MITO
P02570,140.437931,36.3487389,スロットドームK-1 MITO,茨城県水戸市見川町2558-7,2570,スロットドームK-1MITO,茨城県,スロットドームK-1HITACHI
P02570,140.437931,36.3487389,スロットドームK-1 MITO,茨城県水戸市見川町2558-7,2570,スロットドームK-1HITACHI,茨城県,スロットドームK-1MITO
P02570,140.437931,36.3487389,スロットドームK-1 MITO,茨城県水戸市見川町2558-7,2570,スロットドームK-1HITACHI,茨城県,スロットドームK-1HITACHI
P01038,141.380598,43.0669215,マルハン苗穂店,北海道札幌市中央区北1条東14丁目1番地10,1038,マルハン苗穂店,北海道,マルハン苗穂店
P04896,139.653619,35.186584,アビバ三浦海岸店,神奈川県三浦市南下浦町上宮田3306-1,4896,アビバ三浦海岸店,神奈川県,アビバ三浦海岸店
P01194,140.718299,41.8059815,マルハン函館港店,北海道函館市港町２丁目１２番２２号,1194,マルハン函館港店,北海道,マルハン函館港店
P11523,129.762138,33.1580007,マルハン佐世保店,長崎県佐世保市日宇町２６９５番地４他１０筆,11523,マルハン佐世保店,長崎県,マルハン佐世保店
P12611,136.105282,34.6318977,マルハン新名張店,三重県名張市蔵持町芝出1341,13022,マルハン新名張店,三重県,マルハン新名張店
P04441,139.637189,35.437768,横浜マリーン,神奈川県横浜市中区長者町1-1-8,4441,横浜マリーン,神奈川県,横浜マリーン
P11905,139.552903,36.3134211,ライブガーデン佐野スロット店,栃木県佐野市免鳥町130-1,12233,ライブガーデン佐野スロット店,栃木県,ライブガーデン佐野スロット店
P12091,136.721319,35.255645,夢屋祖父江店,愛知県稲沢市祖父江町祖父江居中96,12449,夢屋祖父江店,愛知県,夢屋祖父江店
P07196,135.068321,35.609942,マルハン峰山店,京都府京丹後市峰山町菅小字宮垣９０２番地１,7196,マルハン峰山店,京都府,マルハン峰山店
P12081,141.343159,43.051602,プレイランドハッピー南6条店,北海道札幌市中央区南6条西10丁目1022番地1,12420,プレイランドハッピー南6条店,北海道,プレイランドハッピー南6条店
P07571,135.50257,34.66608,マルハンなんば新館,大阪府大阪市中央区難波3丁目1番34号,7571,マルハンなんば新館,大阪府,マルハンなんば新館
P04973,139.428401,35.4992373,123座間店,神奈川県座間市小松原1-24-30,4973,123座間店,神奈川県,123座間店
P01179,140.731086,41.772765,マルハン函館大門店,北海道函館市松風町９番１号,1179,マルハン函館大門店,北海道,マルハン函館大門店
P11493,129.750545,33.1499349,ワンダーランド佐世保白岳店,長崎県佐世保市白岳町776,11493,ワンダーランド佐世保白岳店,長崎県,ワンダーランド佐世保白岳店
P06821,136.641157,34.5130873,ウイング玉城店,三重県度会郡玉城町井倉２５７－２９,6821,ウイング玉城店,三重県,ウイング玉城店
P06182,136.822664,35.25356,タイキ稲沢駅前店,愛知県稲沢市下津町南山1-1-1,6182,タイキ稲沢駅前店,愛知県,タイキ稲沢駅前店
P09010,136.204355,36.0348828,ALEA WORLD,福井県福井市舞屋町第6-201,9010,ALEA WORLD舞屋店,福井県,ALEA WORLD舞屋店
P07454,135.483655,34.7203397,メトログラッチェ十三店,大阪府大阪市淀川区十三東2-6-23,7454,メトログラッチェ十三店,大阪府,メトログラッチェ十三店
P08193,135.057922,34.6620238,ミクちゃんガイア垂水東店,兵庫県神戸市垂水区小束山本町1-1-11,8193,ミクちゃんガイア垂水東店,兵庫県,ミクちゃんガイア垂水東店
P01182,140.744466,41.789056,ライジング函館五稜郭,北海道函館市梁川町4-2,1182,ライジング函館五稜郭,北海道,ライジング函館五稜郭
P02110,140.159736,38.0349819,GORILLA南陽店,山形県南陽市俎柳柳田925-3,2110,GORILLA南陽店,山形県,GORILLA南陽店
P06807,136.132006,34.7559077,マルハン上野店,三重県伊賀市久米町字西澤６０８番地,6807,マルハン上野店,三重県,マルハン上野店
P12341,135.185783,34.1966436,123+N和歌山本店,和歌山県和歌山市小雑賀762-1,12700,123+N和歌山本店,和歌山県,123+N和歌山本店
P00886,139.543219,35.6530471,コンサートホール調布店,東京都調布市小島町1-37-16調布パルコAパ-キングビル1・2階,12668,コンサートホール調布,東京都,コンサートホール調布
P04501,139.633324,35.536042,PIA綱島,神奈川県横浜市港北区綱島西2-2-22,4501,PIA綱島,神奈川県,PIA綱島
P04555,139.532508,35.464748,スタジアム二俣川店,神奈川県横浜市旭区二俣川1-1-5,4555,スタジアム二俣川店,神奈川県,スタジアム二俣川店
P12108,141.355613,43.0579158,ベガスベガス狸小路二丁目店,北海道札幌市中央区南2条西2丁目2番地金市舘ビル1階、2階、3階、4階,12463,ベガスベガス狸小路二丁目店,北海道,ベガスベガス狸小路二丁目店
P07457,135.499092,34.7284984,ベラジオ西中島店,大阪府大阪市淀川区西中島5-10-6,7457,ベラジオ西中島店,大阪府,ベラジオ西中島店
P08135,135.247087,34.709182,キコーナタウン御影店,兵庫県神戸市東灘区御影塚町3-4-6,8135,キコーナタウン御影店,兵庫県,キコーナタウン御影店
P06952,135.1793,34.204936,123塩屋店,和歌山県和歌山市塩屋1-6-15,6952,123塩屋店,和歌山県,123塩屋店
P00885,139.583928,35.6626351,仙川UNO,東京都調布市仙川町2-21,885,仙川UNO,東京都,仙川UNO
P00975,139.49774,35.7773785,パラッツォ秋津店,東京都清瀬市野塩5-292-4　秋津コ-ト1Ｆ・2Ｆ,975,パラッツォ秋津店,東京都,パラッツォ秋津店
P00339,139.609128,35.6435998,パーラーミツボシ祖師谷店,東京都世田谷区祖師谷1-8-13,339,パーラーミツボシ祖師谷店,東京都,パーラーミツボシ祖師谷店
